Title,Company,Date Posted,Experience,Skills/Desc,Link
Assistant Manager - Data Analytics at Equity Bank Kenya,View Jobs at Equity Bank Kenya,"Assistant Manager - Data Analytics at Equity Bank KenyaView Jobs in Banking / Financial Services/View Jobs at Equity Bank Kenya:Sep 26, 2023Deadline:Oct 4, 2023SaveEmail",in the banking industry and the regulatory framework,N/A,https://www.myjobmag.co.ke/job/assistant-manager-data-analytics-equity-bank-kenya
Data Protection Officer at Unity Homes,View Jobs at Unity Homes,"Data Protection Officer at Unity HomesView Jobs in Real Estate/View Jobs at Unity Homes:Sep 26, 2023Deadline:Not specifiedSaveEmail","in a legal, audit, or risk management role",N/A,https://www.myjobmag.co.ke/job/data-protection-officer-unity-homes
Senior Data Scientist at I&M Bank,View Jobs at I&M Bank,"Senior Data Scientist at I&M BankView Jobs in Banking / Financial Services/View Jobs at I&M Bank:Sep 26, 2023Deadline:Oct 6, 2023SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/senior-data-scientist-i-m-bank
"Data Analyst- Sourcing, Supply Chain, Demand Planning at M-KOPA Solar",View Jobs at M-KOPA Solar,"Data Analyst- Sourcing, Supply Chain, Demand Planning at M-KOPA SolarView Jobs in Engineering / Technical/View Jobs at M-KOPA Solar:Sep 25, 2023Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-sourcing-supply-chain-demand-planning-m-kopa-solar
QSSK-LBK-DAW-Data Analyst-Warehousing at Q-Sourcing Servtec Group,View Jobs at Q-Sourcing Servtec Group,"QSSK-LBK-DAW-Data Analyst-Warehousing at Q-Sourcing Servtec GroupView Jobs in Professional / Social Associations/View Jobs at Q-Sourcing Servtec Group:Sep 25, 2023Deadline:Not specifiedSaveEmail",of formalized performance management and reporting (KPIs),N/A,https://www.myjobmag.co.ke/job/qssk-lbk-daw-data-analyst-warehousing
Data Manager at Kenya Medical Research - KEMRI,View Jobs at Kenya Medical Research - KEMRI,"Data Manager at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Sep 25, 2023Deadline:Not specifiedSaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-manager-kemya-medical-research-kemri-8
Data Assistant - (2 Positions) at Kenya Medical Research - KEMRI,View Jobs at Kenya Medical Research - KEMRI,"Data Assistant - (2 Positions) at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Sep 25, 2023Deadline:Not specifiedSaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-assistant-2-positions-kemya-medical-research-kemri
Data Associate at GiveDirectly,View Jobs at GiveDirectly,"Data Associate at GiveDirectlyView Jobs in NGO / Non-Profit Associations/View Jobs at GiveDirectly:Sep 23, 2023Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-associate-givedirectly
Regional Thematic Specialist (Data and Analysis) at International Organization for Migration (IOM),View Jobs at International Organization for Migration (IOM),"Regional Thematic Specialist (Data and Analysis) at International Organization for Migration (IOM)View Jobs in NGO / Non-Profit Associations/View Jobs at International Organization for Migration (IOM):Sep 21, 2023Deadline:Oct 4, 2023SaveEmail","in working with a broad range of institutions producing relevant data and analysis, including national migration agencies, statistical offices, regional bodies, UN agencies, academia, civil society and the private sector, among others; and,",N/A,https://www.myjobmag.co.ke/job/regional-thematic-specialist-data-and-analysis-international-organization-for-migration-iom
Data Scientist III/IV at IDinsight,View Jobs at IDinsight,"Data Scientist III/IV at IDinsightView Jobs in NGO / Non-Profit Associations/View Jobs at IDinsight:Sep 20, 2023Deadline:Not specifiedSaveEmail",with Docker.,N/A,https://www.myjobmag.co.ke/job/data-scientist-iii-iv-idinsight
Data Analyst And Learning Officer- DRIP FUNDI at Millennium Water Alliance,View Jobs at Millennium Water Alliance,"Data Analyst And Learning Officer- DRIP FUNDI at Millennium Water AllianceView Jobs in NGO / Non-Profit Associations/View Jobs at Millennium Water Alliance:Sep 20, 2023Deadline:Oct 3, 2023SaveEmail",or knowledge of water supply systems in ASALs will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/data-analyst-and-learning-officer-drip-fundi-millennium-water-alliance
Data Protection Analyst at Equity Bank Kenya,View Jobs at Equity Bank Kenya,"Data Protection Analyst at Equity Bank KenyaView Jobs in Banking / Financial Services/View Jobs at Equity Bank Kenya:Sep 19, 2023Deadline:Not specifiedSaveEmail",in managing Information Security compliance,N/A,https://www.myjobmag.co.ke/job/data-protection-analyst-equity-bank-kenya-1
Data Quality Officer – Institute For Development Studies at Afrobarometer,View Jobs at Afrobarometer,"Data Quality Officer – Institute For Development Studies at AfrobarometerView Jobs in NGO / Non-Profit Associations/View Jobs at Afrobarometer:Sep 19, 2023Deadline:Sep 22, 2023SaveEmail",2 - 5 years,N/A,https://www.myjobmag.co.ke/job/data-quality-officer-institute-for-development-studies-afrobarometer
Global Head of Data Privacy and Analytics at John Snow Inc (JSI),View Jobs at John Snow Inc (JSI),"Global Head of Data Privacy and Analytics at John Snow Inc (JSI)View Jobs in Healthcare / Medical/View Jobs at John Snow Inc (JSI):Sep 18, 2023Deadline:Oct 8, 2023SaveEmail",with data governance frameworks and security controls.,N/A,https://www.myjobmag.co.ke/job/global-head-of-data-privacy-and-analytics-john-snow-inc-jsi
"Resource Mobilization Officer - Data, Analysis, and Intelligence (DAI) N-23-73 at International Potato Center",View Jobs at International Potato Center,"Resource Mobilization Officer - Data, Analysis, and Intelligence (DAI) N-23-73 at International Potato CenterView Jobs in NGO / Non-Profit Associations/View Jobs at International Potato Center:Sep 18, 2023Deadline:Not specifiedSaveEmail","with analysis, preparations of reports and briefs",N/A,https://www.myjobmag.co.ke/job/resource-mobilization-officer-data-analysis-and-intelligence-dai-n-23-73-international-potato-center
"Deputy Director, Data Centre and Network Infrastructure Services at University of Nairobi",View Jobs at University of Nairobi,"Deputy Director, Data Centre and Network Infrastructure Services at University of NairobiView Jobs in Education / Teaching/View Jobs at University of Nairobi:Sep 16, 2023Deadline:Sep 29, 2023SaveEmail",10 years,N/A,https://www.myjobmag.co.ke/job/deputy-director-data-centre-and-network-infrastructure-services-university-of-nairobi
Data Engineering Manager at Wasoko,View Jobs at Wasoko,"Data Engineering Manager at WasokoView Jobs in Sales / Retail/View Jobs at Wasoko:Sep 15, 2023Deadline:Not specifiedSaveEmail","with data visualization tools such as Looker, Tableau, or Power BI is a plus.",N/A,https://www.myjobmag.co.ke/job/data-engineering-manager-wasoko-1
"Scientist, Data at Standard Bank Group",View Jobs at Standard Bank Group,"Scientist, Data at Standard Bank GroupView Jobs in Banking / Financial Services/View Jobs at Standard Bank Group:Sep 15, 2023Deadline:Not specifiedSaveEmail",3 - 4 years,N/A,https://www.myjobmag.co.ke/job/scientist-data-standard-bank-group
Data Entry Clerk / Sales at KAM Pharmacy Ltd,View Jobs at KAM Pharmacy Ltd,"Data Entry Clerk / Sales at KAM Pharmacy LtdView Jobs in Pharmaceuticals/View Jobs at KAM Pharmacy Ltd:Sep 15, 2023Deadline:Sep 20, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-entry-clerk-sales-kam-pharmacy-ltd
Data Entry and Monitor Clerk at Summit Recruitment and Search,View Jobs at Summit Recruitment and Search,"Data Entry and Monitor Clerk at Summit Recruitment and SearchView Jobs in Consulting/View Jobs at Summit Recruitment and Search:Sep 14, 2023Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-entry-and-monitor-clerk-summit-recruitment-and-search
Data Management Officer at Kenya Red Cross Society,View Jobs at Kenya Red Cross Society,"Data Management Officer at Kenya Red Cross SocietyView Jobs in Healthcare / Medical/View Jobs at Kenya Red Cross Society:Sep 14, 2023Deadline:Sep 23, 2023SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-management-officer-kenya-red-cross-society-2
Assistant Data Clean Up Officer-Fixed Term at Old Mutual Kenya,View Jobs at Old Mutual Kenya,"Assistant Data Clean Up Officer-Fixed Term at Old Mutual KenyaView Jobs in Banking / Financial Services/View Jobs at Old Mutual Kenya:Sep 13, 2023Deadline:Not specifiedSaveEmail",1 year,N/A,https://www.myjobmag.co.ke/job/assistant-data-clean-up-officer-fixed-term-old-mutual-kenya
Programme Manager (Data for Solutions) (P3) at International Organization for Migration (IOM),View Jobs at International Organization for Migration (IOM),"Programme Manager (Data for Solutions) (P3) at International Organization for Migration (IOM)View Jobs in NGO / Non-Profit Associations/View Jobs at International Organization for Migration (IOM):Sep 13, 2023Deadline:Not specifiedSaveEmail",of the region is an advantage.,N/A,https://www.myjobmag.co.ke/job/programme-manager-data-for-solutions-p3-international-organization-for-migration-iom
General Support - Data Entry Clerk at Danish Refugee Council,View Jobs at Danish Refugee Council,"General Support - Data Entry Clerk at Danish Refugee CouncilView Jobs in NGO / Non-Profit Associations/View Jobs at Danish Refugee Council:Sep 11, 2023Deadline:Sep 22, 2023SaveEmail",working with protection information management systems and databases,N/A,https://www.myjobmag.co.ke/job/general-support-data-entry-clerk-danish-refugee-council
Digitization Agents (Data Entry) [ 803 ] Posts at Judiciary of Kenya,View Jobs at Judiciary of Kenya,"Digitization Agents (Data Entry) [ 803 ] Posts at Judiciary of KenyaView Jobs in Government/View Jobs at Judiciary of Kenya:Sep 11, 2023Deadline:Sep 18, 2023SaveEmail",1 year,N/A,https://www.myjobmag.co.ke/job/digitization-agents-data-entry-803-posts-judiciary-of-kenya
Assistant Data Manager at Coptic Hospital,View Jobs at Coptic Hospital,"Assistant Data Manager at Coptic HospitalView Jobs in Healthcare / Medical/View Jobs at Coptic Hospital:Sep 8, 2023Deadline:Not specifiedSaveEmail",3 - 7 years,N/A,https://www.myjobmag.co.ke/job/assistant-data-manager-coptic-hospital
Extension Officer - Data Collection at Stratostaff,View Jobs at Stratostaff,"Extension Officer - Data Collection at StratostaffView Jobs in Consulting/View Jobs at Stratostaff:Sep 8, 2023Deadline:Not specifiedSaveEmail",in agricultural extension work or similar roles involving farmer engagement and education.,N/A,https://www.myjobmag.co.ke/job/extension-officer-data-collection-stratostaff
Consultancy: Administrative Data Systems on Discrimination and Inequality in Africa at UN Women,View Jobs at UN Women,"Consultancy: Administrative Data Systems on Discrimination and Inequality in Africa at UN WomenView Jobs in NGO / Non-Profit Associations/View Jobs at UN Women:Sep 8, 2023Deadline:Sep 13, 2023SaveEmail",5 - 10 years,N/A,https://www.myjobmag.co.ke/job/consultancy-administrative-data-systems-on-discrimination-and-inequality-in-africa-un-women
Administrative Assistant II (Data Analyst) at Kibabii University College,View Jobs at Kibabii University College,"Administrative Assistant II (Data Analyst) at Kibabii University CollegeView Jobs in Education / Teaching/View Jobs at Kibabii University College:Sep 7, 2023Deadline:Sep 29, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/administrative-assistant-ii-data-analyst-kibabii-university-college
LHSS East Africa - Consultancy to Develop EAC Data Governance Framework and EAC Health Enterprise Architecture Blueprint at Abt Associates,View Jobs at Abt Associates,"LHSS East Africa - Consultancy to Develop EAC Data Governance Framework and EAC Health Enterprise Architecture Blueprint at Abt AssociatesView Jobs in Consulting/View Jobs at Abt Associates:Sep 7, 2023Deadline:Not specifiedSaveEmail",15 years,N/A,https://www.myjobmag.co.ke/job/lhss-east-africa-consultancy-to-develop-eac-data-governance-framework-and-eac-health-enterprise-architecture-blueprint-abt-associates
Senior Manager – Customer Data Privacy at Safaricom Kenya,View Jobs at Safaricom Kenya,"Senior Manager – Customer Data Privacy at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Sep 6, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/senior-manager-customer-data-privacy-safaricom-kenya
Data Manager at Kenya Medical Research - KEMRI,View Jobs at Kenya Medical Research - KEMRI,"Data Manager at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Sep 6, 2023Deadline:Sep 29, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-manager-kemya-medical-research-kemri-7
Data Manager - 1 Positions at Kenya Medical Research - KEMRI,View Jobs at Kenya Medical Research - KEMRI,"Data Manager - 1 Positions at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Sep 6, 2023Deadline:Sep 29, 2023SaveEmail",1 year,N/A,https://www.myjobmag.co.ke/job/data-manager-1-positions-kemya-medical-research-kemri
Manager Data Analytics at Living Goods,View Jobs at Living Goods,"Manager Data Analytics at Living GoodsView Jobs in NGO / Non-Profit Associations/View Jobs at Living Goods:Sep 6, 2023Deadline:Not specifiedSaveEmail",5 - 13 years,N/A,https://www.myjobmag.co.ke/job/manager-data-analytics-living-goods
Sales Data Analyst at Janta Kenya,View Jobs at Janta Kenya,"Sales Data Analyst at Janta KenyaView Jobs in Consulting/View Jobs at Janta Kenya:Sep 1, 2023Deadline:Sep 6, 2023SaveEmail",7 years,N/A,https://www.myjobmag.co.ke/job/sales-data-analyst-janta-kenya
"Nutrition Specialist - Emergency Preparedness, Data Analytics and Advocacy (P-4), PG - Nurition and Child Development at UNICEF",View Jobs at UNICEF,"Nutrition Specialist - Emergency Preparedness, Data Analytics and Advocacy (P-4), PG - Nurition and Child Development at UNICEFView Jobs in NGO / Non-Profit Associations/View Jobs at UNICEF:Aug 31, 2023Deadline:Not specifiedSaveEmail",working in a developing country is considered as an asset.,N/A,https://www.myjobmag.co.ke/job/nutrition-specialist-emergency-preparedness-data-analytics-and-advocacy-p-4-pg-nurition-and-child-development-unicef
